Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5
1.300	9.983	12.043	6.981	0.1430	0.172	0.100	1.300	9.896	12.043	6.981	0.1418	0.172	0.100	1.300	10.908	12.217	3.491	0.1562	0.175	0.050	1.300	11.222	12.915	5.236	0.1608	0.185	0.075	1.300	7.767	10.647	6.981	0.1112	0.152	0.100
1.350	10.594	12.392	6.981	0.1517	0.177	0.100	1.350	10.507	12.566	8.727	0.1505	0.180	0.125	1.350	11.519	12.217	3.491	0.1650	0.175	0.050	1.350	11.868	13.090	5.236	0.1700	0.187	0.075	1.350	8.308	10.996	6.981	0.1190	0.157	0.100
1.400	11.222	12.741	6.981	0.1608	0.183	0.100	1.400	11.153	12.915	5.236	0.1597	0.185	0.075	1.400	12.130	12.566	8.727	0.1737	0.180	0.125	1.400	12.531	13.439	5.236	0.1795	0.192	0.075	1.400	8.866	11.345	6.981	0.1270	0.162	0.100
1.450	11.868	13.090	6.981	0.1700	0.188	0.100	1.450	11.798	13.090	6.981	0.1690	0.188	0.100	1.450	12.776	13.090	6.981	0.1830	0.188	0.100	1.450	13.212	13.614	5.236	0.1892	0.195	0.075	1.450	9.442	11.694	6.981	0.1352	0.168	0.100
1.500	12.531	13.439	5.236	0.1795	0.193	0.075	1.500	12.462	13.614	8.727	0.1785	0.195	0.125	1.500	13.439	13.265	5.236	0.1925	0.190	0.075	1.500	13.893	13.963	8.727	0.1990	0.200	0.125	1.500	10.036	12.043	6.981	0.1438	0.173	0.100
1.550	13.212	13.614	5.236	0.1892	0.195	0.075	1.550	13.160	13.963	3.491	0.1885	0.200	0.050	1.550	14.102	13.614	6.981	0.2020	0.195	0.100	1.550	14.608	14.486	8.727	0.2092	0.207	0.125	1.550	10.647	12.392	6.981	0.1525	0.177	0.100
1.600	13.893	13.963	6.981	0.1990	0.200	0.100	1.600	13.858	13.963	3.491	0.1985	0.200	0.050	1.600	14.800	13.963	5.236	0.2120	0.200	0.075	1.600	15.341	14.835	5.236	0.2197	0.212	0.075	1.600	11.275	12.741	6.981	0.1615	0.183	0.100
1.650	14.608	14.312	6.981	0.2092	0.205	0.100	1.650	14.556	14.312	8.727	0.2085	0.205	0.125	1.650	15.499	14.137	5.236	0.2220	0.203	0.075	1.650	16.092	15.010	5.236	0.2305	0.215	0.075	1.650	11.921	13.090	5.236	0.1708	0.187	0.075
1.700	15.324	14.661	5.236	0.2195	0.210	0.075	1.700	15.289	14.835	8.727	0.2190	0.213	0.125	1.700	16.214	14.486	6.981	0.2322	0.208	0.100	1.700	16.842	15.359	6.981	0.2412	0.220	0.100	1.700	12.584	13.265	5.236	0.1802	0.190	0.075
1.750	16.074	14.835	3.491	0.2302	0.213	0.050	1.750	16.040	15.184	5.236	0.2298	0.218	0.075	1.750	16.947	14.835	6.981	0.2427	0.213	0.100	1.750	17.628	15.708	3.491	0.2525	0.225	0.050	1.750	13.247	13.614	8.727	0.1897	0.195	0.125
1.800	16.808	15.010	6.981	0.2407	0.215	0.100	1.800	16.808	15.359	5.236	0.2407	0.220	0.075	1.800	17.698	15.184	6.981	0.2535	0.218	0.100	1.800	18.413	15.708	1.745	0.2637	0.225	0.025	1.800	13.945	14.137	8.727	0.1998	0.202	0.125
1.850	17.575	15.533	6.981	0.2518	0.222	0.100	1.850	17.575	15.708	6.981	0.2518	0.225	0.100	1.850	18.466	15.533	5.236	0.2645	0.222	0.075	1.850	19.199	15.882	3.491	0.2750	0.228	0.050	1.850	14.661	14.486	5.236	0.2100	0.207	0.075
1.900	18.361	15.708	3.491	0.2630	0.225	0.050	1.900	18.378	16.057	5.236	0.2633	0.230	0.075	1.900	19.251	15.708	3.491	0.2758	0.225	0.050	1.900	20.001	16.057	1.745	0.2865	0.230	0.025	1.900	15.394	14.661	3.491	0.2205	0.210	0.050
1.950	19.146	15.882	5.236	0.2742	0.228	0.075	1.950	19.181	16.232	5.236	0.2747	0.233	0.075	1.950	20.036	15.882	5.236	0.2870	0.228	0.075	1.950	20.804	16.057	3.491	0.2980	0.230	0.050	1.950	16.127	14.835	5.236	0.2310	0.213	0.075
2.000	19.949	16.232	6.981	0.2858	0.232	0.100	2.000	20.001	16.581	6.981	0.2865	0.237	0.100	2.000	20.839	16.232	6.981	0.2985	0.232	0.100	2.000	21.607	16.406	5.236	0.3095	0.235	0.075	2.000	16.877	15.184	6.981	0.2417	0.218	0.100
2.050	20.769	16.581	6.981	0.2975	0.237	0.100	2.050	20.839	16.930	6.981	0.2985	0.242	0.100	2.050	21.660	16.581	6.981	0.3103	0.237	0.100	2.050	22.445	16.581	3.491	0.3215	0.237	0.050	2.050	17.645	15.533	5.236	0.2528	0.222	0.075
2.100	21.607	16.930	5.236	0.3095	0.243	0.075	2.100	21.694	17.279	5.236	0.3108	0.248	0.075	2.100	22.497	16.930	6.981	0.3222	0.243	0.100	2.100	23.265	16.755	3.491	0.3332	0.240	0.050	2.100	18.431	15.708	5.236	0.2640	0.225	0.075
2.150	22.462	17.104	3.491	0.3217	0.245	0.050	2.150	22.567	17.453	3.491	0.3232	0.250	0.050	2.150	23.353	17.279	5.236	0.3345	0.248	0.075	2.150	24.120	16.930	1.745	0.3455	0.242	0.025	2.150	19.216	16.057	6.981	0.2753	0.230	0.100
2.200	23.318	17.279	6.981	0.3340	0.248	0.100	2.200	23.440	17.628	5.236	0.3357	0.253	0.075	2.200	24.225	17.453	3.491	0.3470	0.250	0.050	2.200	24.958	16.930	3.491	0.3575	0.242	0.050	2.200	20.036	16.406	3.491	0.2870	0.235	0.050
2.250	24.190	17.802	8.727	0.3465	0.255	0.125	2.250	24.330	17.977	6.981	0.3485	0.257	0.100	2.250	25.098	17.628	5.236	0.3595	0.252	0.075	2.250	25.813	17.279	6.981	0.3698	0.248	0.100	2.250	20.857	16.406	3.491	0.2987	0.235	0.050
2.300	25.098	18.151	3.491	0.3595	0.260	0.050	2.300	25.237	18.326	6.981	0.3615	0.262	0.100	2.300	25.988	17.977	6.981	0.3723	0.257	0.100	2.300	26.686	17.628	5.236	0.3823	0.252	0.075	2.300	21.677	16.755	8.727	0.3105	0.240	0.125
2.350	26.005	18.151	3.491	0.3725	0.260	0.050	2.350	26.162	18.675	5.236	0.3748	0.267	0.075	2.350	26.896	18.326	5.236	0.3852	0.262	0.075	2.350	27.576	17.802	3.491	0.3950	0.255	0.050	2.350	22.532	17.279	6.981	0.3227	0.247	0.100
2.400	26.913	18.500	6.981	0.3855	0.265	0.100	2.400	27.105	18.850	3.491	0.3883	0.270	0.050	2.400	27.821	18.500	3.491	0.3985	0.265	0.050	2.400	28.466	17.977	5.236	0.4078	0.257	0.075	2.400	23.405	17.453	5.236	0.3352	0.250	0.075
2.450	27.855	18.850	5.236	0.3990	0.270	0.075	2.450	28.047	19.024	5.236	0.4017	0.273	0.075	2.450	28.746	18.675	6.981	0.4118	0.268	0.100	2.450	29.374	18.326	6.981	0.4208	0.263	0.100	2.450	24.278	17.802	6.981	0.3477	0.255	0.100
2.500	28.798	19.024	5.236	0.4125	0.272	0.075	2.500	29.007	19.373	6.981	0.4155	0.277	0.100	2.500	29.688	19.199	6.981	0.4253	0.275	0.100	2.500	30.299	18.675	5.236	0.4340	0.267	0.075	2.500	25.185	18.151	3.491	0.3608	0.260	0.050
2.550	29.758	19.373	5.236	0.4262	0.277	0.075	2.550	29.985	19.722	5.236	0.4295	0.282	0.075	2.550	30.665	19.373	3.491	0.4393	0.277	0.050	2.550	31.241	18.850	3.491	0.4475	0.270	0.050	2.550	26.093	18.151	3.491	0.3738	0.260	0.050
2.600	30.735	19.548	3.491	0.4403	0.280	0.050	2.600	30.980	19.897	3.491	0.4438	0.285	0.050	2.600	31.625	19.548	5.236	0.4530	0.280	0.075	2.600	32.184	19.024	3.491	0.4610	0.272	0.050	2.600	27.000	18.500	6.981	0.3867	0.265	0.100
2.650	31.713	19.722	5.236	0.4543	0.282	0.075	2.650	31.974	20.071	3.491	0.4580	0.287	0.050	2.650	32.620	19.897	5.236	0.4673	0.285	0.075	2.650	33.144	19.199	5.236	0.4748	0.275	0.075	2.650	27.943	18.850	5.236	0.4003	0.270	0.075
2.700	32.707	20.071	5.236	0.4685	0.288	0.075	2.700	32.987	20.246	5.236	0.4725	0.290	0.075	2.700	33.615	20.071	5.236	0.4815	0.288	0.075	2.700	34.104	19.548	6.981	0.4885	0.280	0.100	2.700	28.885	19.024	5.236	0.4137	0.273	0.075
2.750	33.720	20.246	3.491	0.4830	0.290	0.050	2.750	33.999	20.595	6.981	0.4870	0.295	0.100	2.750	34.627	20.420	5.236	0.4960	0.293	0.075	2.750	35.099	19.897	5.236	0.5028	0.285	0.075	2.750	29.845	19.373	6.981	0.4275	0.277	0.100
2.800	34.732	20.420	5.236	0.4975	0.292	0.075	2.800	35.046	20.944	3.491	0.5020	0.300	0.050	2.800	35.657	20.595	3.491	0.5108	0.295	0.050	2.800	36.093	20.071	3.491	0.5170	0.287	0.050	2.800	30.823	19.722	5.236	0.4415	0.282	0.075
2.850	35.762	20.769	5.236	0.5122	0.297	0.075	2.850	36.093	20.944	3.491	0.5170	0.300	0.050	2.850	36.687	20.769	5.236	0.5255	0.297	0.075	2.850	37.106	20.246	3.491	0.5315	0.290	0.050	2.850	31.817	19.897	3.491	0.4557	0.285	0.050
2.900	36.809	20.944	3.491	0.5272	0.300	0.050	2.900	37.141	21.293	6.981	0.5320	0.305	0.100	2.900	37.734	21.118	5.236	0.5405	0.302	0.075	2.900	38.118	20.420	5.236	0.5460	0.292	0.075	2.900	32.812	20.071	5.236	0.4700	0.287	0.075
2.950	37.856	21.118	5.236	0.5423	0.303	0.075	2.950	38.223	21.642	3.491	0.5475	0.310	0.050	2.950	38.799	21.293	3.491	0.5557	0.305	0.050	2.950	39.148	20.769	6.981	0.5607	0.298	0.100	2.950	33.824	20.420	5.236	0.4845	0.293	0.075
3.000	38.921	21.468	5.236	0.5575	0.308	0.075	3.000	39.305	21.642	1.745	0.5630	0.310	0.025	3.000	39.863	21.468	5.236	0.5710	0.308	0.075	3.000	40.195	21.118	5.236	0.5758	0.302	0.075	3.000	34.854	20.595	5.236	0.4993	0.295	0.075
3.050	40.003	21.642	3.491	0.5730	0.310	0.050	3.050	40.387	21.817	5.236	0.5785	0.312	0.075	3.050	40.945	21.817	5.236	0.5865	0.312	0.075	3.050	41.260	21.293	3.491	0.5910	0.305	0.050	3.050	35.884	20.944	5.236	0.5140	0.300	0.075
3.100	41.085	21.817	5.236	0.5885	0.312	0.075	3.100	41.486	22.166	6.981	0.5943	0.317	0.100	3.100	42.045	21.991	3.491	0.6023	0.315	0.050	3.100	42.324	21.468	3.491	0.6063	0.308	0.050	3.100	36.949	21.118	3.491	0.5293	0.302	0.050
3.150	42.185	22.166	5.236	0.6043	0.317	0.075	3.150	42.603	22.515	5.236	0.6102	0.322	0.075	3.150	43.145	22.166	3.491	0.6180	0.317	0.050	3.150	43.406	21.642	3.491	0.6217	0.310	0.050	3.150	37.996	21.293	5.236	0.5442	0.305	0.075
3.200	43.302	22.340	3.491	0.6202	0.320	0.050	3.200	43.738	22.689	1.745	0.6265	0.325	0.025	3.200	44.262	22.340	3.491	0.6340	0.320	0.050	3.200	44.488	21.817	5.236	0.6372	0.313	0.075	3.200	39.078	21.642	5.236	0.5597	0.310	0.075
3.250	44.419	22.515	3.491	0.6362	0.322	0.050	3.250	44.872	22.689	3.491	0.6428	0.325	0.050	3.250	45.379	22.515	5.236	0.6500	0.322	0.075	3.250	45.588	22.166	5.236	0.6530	0.318	0.075	3.250	40.160	21.817	3.491	0.5753	0.312	0.050
3.300	45.553	22.689	1.745	0.6525	0.325	0.025	3.300	46.007	23.038	5.236	0.6590	0.330	0.075	3.300	46.513	22.864	5.236	0.6663	0.327	0.075	3.300	46.705	22.340	3.491	0.6690	0.320	0.050	3.300	41.260	21.991	3.491	0.5910	0.315	0.050
3.350	46.688	22.689	3.491	0.6688	0.325	0.050	3.350	47.176	23.213	3.491	0.6757	0.332	0.050	3.350	47.665	23.038	3.491	0.6827	0.330	0.050	3.350	47.822	22.515	3.491	0.6850	0.322	0.050	3.350	42.359	22.166	5.236	0.6067	0.318	0.075
3.400	47.822	23.038	6.981	0.6850	0.330	0.100	3.400	48.328	23.387	5.236	0.6923	0.335	0.075	3.400	48.817	23.213	3.491	0.6993	0.332	0.050	3.400	48.956	22.689	3.491	0.7012	0.325	0.050	3.400	43.476	22.515	5.236	0.6227	0.322	0.075
3.450	48.991	23.387	3.491	0.7017	0.335	0.050	3.450	49.515	23.736	5.236	0.7092	0.340	0.075	3.450	49.986	23.387	3.491	0.7160	0.335	0.050	3.450	50.091	22.864	-12.217	0.7175	0.328	-0.175	3.450	44.611	22.689	3.491	0.6390	0.325	0.050
3.500	50.161	23.387	1.745	0.7185	0.335	0.025	3.500	50.702	23.911	1.745	0.7263	0.342	0.025	3.500	51.156	23.562	3.491	0.7328	0.338	0.050	3.500	51.243	21.468	-54.105	0.7340	0.307	-0.775	3.500	45.745	22.864	3.491	0.6552	0.328	0.050
3.550	51.330	23.562	3.491	0.7353	0.337	0.050	3.550	51.906	23.911	1.745	0.7435	0.342	0.025	3.550	52.342	23.736	3.491	0.7498	0.340	0.050	3.550	52.238	17.453	-61.087	0.7482	0.250	-0.875	3.550	46.897	23.038	3.491	0.6718	0.330	0.050
3.600	52.517	23.736	1.745	0.7522	0.340	0.025	3.600	53.093	24.086	5.236	0.7605	0.345	0.075	3.600	53.529	23.911	5.236	0.7668	0.342	0.075	3.600	52.988	15.359	-19.199	0.7590	0.220	-0.275	3.600	48.049	23.213	5.236	0.6883	0.332	0.075
3.650	53.704	23.736	1.745	0.7692	0.340	0.025	3.650	54.315	24.435	5.236	0.7780	0.350	0.075	3.650	54.734	24.260	5.236	0.7840	0.347	0.075	3.650	53.774	15.533	-55.851	0.7702	0.222	-0.800	3.650	49.218	23.562	5.236	0.7050	0.337	0.075
3.700	54.891	23.911	3.491	0.7862	0.343	0.050	3.700	55.536	24.609	3.491	0.7955	0.353	0.050	3.700	55.955	24.435	1.745	0.8015	0.350	0.025	3.700	54.542	9.774	-144.862	0.7812	0.140	-2.075	3.700	50.405	23.736	1.745	0.7220	0.340	0.025
3.750	56.095	24.086	1.745	0.8035	0.345	0.025	3.750	56.776	24.784	1.745	0.8133	0.355	0.025	3.750	57.177	24.435	1.745	0.8190	0.350	0.025	3.750	54.751	1.047	-116.937	0.7842	0.015	-1.675	3.750	51.592	23.736	1.745	0.7390	0.340	0.025
3.800	57.299	24.086	-7.105E-13	0.8208	0.345	1.110E-14	3.800	58.015	24.784	1.745	0.8310	0.355	0.025	3.800	58.399	24.609		0.8365	0.352		3.800	54.646	-1.920	-27.925	0.7828	-0.028	-0.400	3.800	52.779	23.911	5.236	0.7560	0.342	0.075
3.850	58.503	24.086	1.745	0.8380	0.345	0.025	3.850	59.254	24.958	-45.379	0.8487	0.357	-0.650								3.850	54.559	-1.745	5.236	0.7815	-0.025	0.075	3.850	53.983	24.260	5.236	0.7732	0.348	0.075
3.900	59.708	24.260	5.236	0.8553	0.348	0.075	3.900	60.511	20.246	-118.682	0.8667	0.290	-1.700								3.900	54.472	-1.396	10.472	0.7802	-0.020	0.150	3.900	55.205	24.435	1.745	0.7908	0.350	0.025
3.950	60.929	24.609	5.236	0.8727	0.353	0.075	3.950	61.279	13.090	-94.248	0.8778	0.188	-1.350								3.950	54.419	-0.698	10.472	0.7795	-0.010	0.150	3.950	56.426	24.435	1.745	0.8083	0.350	0.025
4.000	62.169	24.784		0.8905	0.355		4.000	61.820	10.821	-19.199	0.8855	0.155	-0.275								4.000	54.402	-0.349		0.7793	-0.005		4.000	57.648	24.609	5.236	0.8257	0.353	0.075
							4.050	62.361	11.170	6.981	0.8932	0.160	0.100															4.050	58.887	24.958	5.236	0.8435	0.357	0.075
							4.100	62.937	11.519		0.9015	0.165																4.100	60.144	25.133	1.745	0.8615	0.360	0.025
																												4.150	61.401	25.133	1.745	0.8795	0.360	0.025
																												4.200	62.657	25.307	3.491	0.8975	0.363	0.050
																												4.250	63.931	25.482	3.491	0.9158	0.365	0.050
																												4.300	65.205	25.656	3.491	0.9340	0.367	0.050
																												4.350	66.497	25.831		0.9525	0.370	
