Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5
0.700	0.960	1.745	3.491	0.0137	0.025	0.050	0.700	0.087	0.524	3.491	0.0013	0.008	0.050	0.700	0.995	1.920	1.745	0.0142	0.027	0.025	0.700	0.646	1.222	3.491	0.0092	0.018	0.050	0.700	0.698	1.396	3.491	0.0100	0.020	0.050
0.750	1.047	1.920	1.745	0.0150	0.028	0.025	0.750	0.122	0.698	1.745	0.0018	0.010	0.025	0.750	1.100	1.920	-3.331E-14	0.0158	0.028	-3.123E-16	0.750	0.716	1.571	3.491	0.0103	0.023	0.050	0.750	0.768	1.571	1.745	0.0110	0.023	0.025
0.800	1.152	1.920	2.220E-14	0.0165	0.028	-1.735E-16	0.800	0.157	0.698	-3.331E-15	0.0023	0.010	-3.469E-17	0.800	1.187	1.920	1.745	0.0170	0.027	0.025	0.800	0.803	1.571	-1.745	0.0115	0.022	-0.025	0.800	0.855	1.571	0.000	0.0122	0.022	0.000
0.850	1.239	1.920	4.441E-14	0.0178	0.027	-3.469E-17	0.850	0.192	0.698	5.551E-15	0.0027	0.010	1.214E-16	0.850	1.292	2.094	1.745	0.0185	0.030	0.025	0.850	0.873	1.396	2.887E-14	0.0125	0.020	2.429E-16	0.850	0.925	1.571	1.745	0.0132	0.023	0.025
0.900	1.344	1.920	-2.220E-14	0.0193	0.027	0.000	0.900	0.227	0.698	1.745	0.0033	0.010	0.025	0.900	1.396	2.094	2.220E-14	0.0200	0.030	0.000	0.900	0.942	1.571	3.491	0.0135	0.023	0.050	0.900	1.012	1.745	1.745	0.0145	0.025	0.025
0.950	1.431	1.920	1.745	0.0205	0.027	0.025	0.950	0.262	0.873	1.745	0.0037	0.013	0.025	0.950	1.501	2.094	2.220E-14	0.0215	0.030	-3.469E-16	0.950	1.030	1.745	1.745	0.0147	0.025	0.025	0.950	1.100	1.745	0.000	0.0158	0.025	-1.735E-16
1.000	1.536	2.094	3.491	0.0220	0.030	0.050	1.000	0.314	0.873	-1.221E-14	0.0045	0.013	-2.255E-16	1.000	1.606	2.094	1.745	0.0230	0.030	0.025	1.000	1.117	1.745	-1.998E-14	0.0160	0.025	-4.510E-16	1.000	1.187	1.745	1.745	0.0170	0.025	0.025
1.050	1.641	2.269	1.745	0.0235	0.033	0.025	1.050	0.349	0.873	1.745	0.0050	0.012	0.025	1.050	1.710	2.269	3.491	0.0245	0.032	0.050	1.050	1.204	1.745	-1.998E-14	0.0173	0.025	-4.510E-16	1.050	1.274	1.920	1.745	0.0183	0.027	0.025
1.100	1.763	2.269	-2.220E-14	0.0253	0.032	-3.469E-16	1.100	0.401	1.047	1.745	0.0057	0.015	0.025	1.100	1.833	2.443	1.745	0.0262	0.035	0.025	1.100	1.292	1.745	1.745	0.0185	0.025	0.025	1.100	1.379	1.920	0.000	0.0198	0.028	0.000
1.150	1.868	2.269	1.745	0.0268	0.032	0.025	1.150	0.454	1.047	2.442E-14	0.0065	0.015	2.602E-16	1.150	1.955	2.443	5.329E-14	0.0280	0.035	7.633E-16	1.150	1.379	1.920	3.491	0.0198	0.028	0.050	1.150	1.466	1.920	1.745	0.0210	0.027	0.025
1.200	1.990	2.443	1.745	0.0285	0.035	0.025	1.200	0.506	1.047	1.745	0.0072	0.015	0.025	1.200	2.077	2.443	8.882E-15	0.0298	0.035	4.163E-16	1.200	1.484	2.094	1.745	0.0213	0.030	0.025	1.200	1.571	2.094	1.745	0.0225	0.030	0.025
1.250	2.112	2.443	-7.550E-14	0.0303	0.035	-4.163E-16	1.250	0.559	1.222	3.491	0.0080	0.018	0.050	1.250	2.199	2.443	1.745	0.0315	0.035	0.025	1.250	1.588	2.094	-2.220E-14	0.0228	0.030	-3.469E-16	1.250	1.676	2.094	-6.661E-14	0.0240	0.030	-6.939E-16
1.300	2.234	2.443	-7.550E-14	0.0320	0.035	-4.163E-16	1.300	0.628	1.396	1.745	0.0090	0.020	0.025	1.300	2.321	2.618	1.745	0.0333	0.037	0.025	1.300	1.693	2.094	-6.661E-14	0.0243	0.030	-6.939E-16	1.300	1.780	2.094	1.745	0.0255	0.030	0.025
1.350	2.356	2.443	1.745	0.0338	0.035	0.025	1.350	0.698	1.396	1.110E-14	0.0100	0.020	0.000	1.350	2.461	2.618	0.000	0.0353	0.037	-6.939E-16	1.350	1.798	2.094	-2.220E-14	0.0258	0.030	-3.469E-16	1.350	1.885	2.269	1.745	0.0270	0.032	0.025
1.400	2.478	2.618	3.491	0.0355	0.037	0.050	1.400	0.768	1.396	3.109E-14	0.0110	0.020	7.980E-16	1.400	2.583	2.618	1.745	0.0370	0.037	0.025	1.400	1.902	2.094	1.745	0.0272	0.030	0.025	1.400	2.007	2.269	7.550E-14	0.0288	0.032	6.939E-16
1.450	2.618	2.793	1.745	0.0375	0.040	0.025	1.450	0.838	1.396	1.998E-14	0.0120	0.020	4.510E-16	1.450	2.723	2.793	3.491	0.0390	0.040	0.050	1.450	2.007	2.269	3.491	0.0288	0.033	0.050	1.450	2.112	2.269	1.745	0.0303	0.033	0.025
1.500	2.758	2.793	-6.217E-14	0.0395	0.040	-2.082E-16	1.500	0.908	1.396	1.745	0.0130	0.020	0.025	1.500	2.862	2.967	1.745	0.0410	0.043	0.025	1.500	2.129	2.443	1.745	0.0305	0.035	0.025	1.500	2.234	2.443	1.745	0.0320	0.035	0.025
1.550	2.897	2.793	-1.066E-13	0.0415	0.040	-1.596E-15	1.550	0.977	1.571	3.491	0.0140	0.022	0.050	1.550	3.019	2.967	-6.661E-14	0.0433	0.042	-1.596E-15	1.550	2.251	2.443	-9.770E-14	0.0323	0.035	-4.163E-16	1.550	2.356	2.443	1.745	0.0338	0.035	0.025
1.600	3.037	2.793	1.745	0.0435	0.040	0.025	1.600	1.065	1.745	1.745	0.0153	0.025	0.025	1.600	3.159	2.967	0.000	0.0453	0.042	6.939E-16	1.600	2.374	2.443	-4.441E-14	0.0340	0.035	-6.939E-16	1.600	2.478	2.618	1.745	0.0355	0.037	0.025
1.650	3.176	2.967	1.745	0.0455	0.042	0.025	1.650	1.152	1.745	4.885E-14	0.0165	0.025	3.816E-16	1.650	3.316	2.967	1.110E-13	0.0475	0.043	1.596E-15	1.650	2.496	2.443	1.745	0.0358	0.035	0.025	1.650	2.618	2.618	5.773E-14	0.0375	0.037	1.527E-15
1.700	3.334	2.967	6.661E-14	0.0478	0.043	1.596E-15	1.700	1.239	1.745	3.775E-14	0.0178	0.025	2.082E-16	1.700	3.456	2.967	3.491	0.0495	0.043	0.050	1.700	2.618	2.618	3.491	0.0375	0.038	0.050	1.700	2.740	2.618	1.745	0.0393	0.038	0.025
1.750	3.473	2.967	1.745	0.0498	0.043	0.025	1.750	1.326	1.745	1.745	0.0190	0.025	0.025	1.750	3.613	3.316	3.491	0.0518	0.048	0.050	1.750	2.758	2.793	-5.773E-14	0.0395	0.040	-1.388E-16	1.750	2.880	2.793	1.745	0.0413	0.040	0.025
1.800	3.630	3.142	3.491	0.0520	0.045	0.050	1.800	1.414	1.920	3.491	0.0203	0.028	0.050	1.800	3.787	3.316	-1.199E-13	0.0542	0.047	-3.469E-16	1.800	2.897	2.618	-1.066E-13	0.0415	0.037	-1.596E-15	1.800	3.019	2.793	1.745	0.0433	0.040	0.025
1.850	3.787	3.316	1.745	0.0542	0.047	0.025	1.850	1.518	2.094	1.745	0.0218	0.030	0.025	1.850	3.944	3.316	4.441E-14	0.0565	0.047	0.000	1.850	3.019	2.793	3.491	0.0433	0.040	0.050	1.850	3.159	2.967	1.745	0.0453	0.042	0.025
1.900	3.962	3.316	3.109E-14	0.0568	0.047	1.041E-15	1.900	1.623	2.094	2.220E-14	0.0233	0.030	6.939E-16	1.900	4.119	3.316	1.199E-13	0.0590	0.047	3.469E-16	1.900	3.176	2.967	1.066E-13	0.0455	0.042	1.596E-15	1.900	3.316	2.967	1.110E-13	0.0475	0.043	1.596E-15
1.950	4.119	3.316	4.441E-14	0.0590	0.048	-6.939E-16	1.950	1.728	2.094	2.220E-14	0.0248	0.030	0.000	1.950	4.276	3.316	3.491	0.0612	0.048	0.050	1.950	3.316	2.793	4.441E-14	0.0475	0.040	6.939E-16	1.950	3.456	2.967	1.745	0.0495	0.043	0.025
2.000	4.294	3.316	-3.109E-14	0.0615	0.047	-3.469E-16	2.000	1.833	2.094	-4.441E-14	0.0262	0.030	-3.469E-16	2.000	4.451	3.665	3.491	0.0637	0.052	0.050	2.000	3.456	2.967	3.491	0.0495	0.043	0.050	2.000	3.613	3.142	1.745	0.0518	0.045	0.025
2.050	4.451	3.316	3.491	0.0637	0.047	0.050	2.050	1.937	2.094	1.745	0.0278	0.030	0.025	2.050	4.643	3.665	-1.745	0.0665	0.052	-0.025	2.050	3.613	3.142	1.745	0.0518	0.045	0.025	2.050	3.770	3.142	9.326E-14	0.0540	0.045	2.706E-15
2.100	4.625	3.665	3.491	0.0662	0.053	0.050	2.100	2.042	2.269	3.491	0.0293	0.033	0.050	2.100	4.817	3.491	0.000	0.0690	0.050	-1.388E-15	2.100	3.770	3.142	-4.441E-14	0.0540	0.045	6.939E-16	2.100	3.927	3.142	4.441E-14	0.0562	0.045	0.000
2.150	4.817	3.665	-1.745	0.0690	0.052	-0.025	2.150	2.164	2.443	-1.465E-13	0.0310	0.035	-1.110E-15	2.150	4.992	3.665	3.491	0.0715	0.052	0.050	2.150	3.927	3.142	-9.326E-14	0.0562	0.045	-2.012E-15	2.150	4.084	3.142	1.745	0.0585	0.045	0.025
2.200	4.992	3.491	0.000	0.0715	0.050	-1.388E-15	2.200	2.286	2.269	-4.441E-14	0.0328	0.033	-3.469E-16	2.200	5.184	3.840	1.745	0.0742	0.055	0.025	2.200	4.084	3.142	1.745	0.0585	0.045	0.025	2.200	4.241	3.316	3.491	0.0608	0.047	0.050
2.250	5.166	3.665	3.491	0.0740	0.052	0.050	2.250	2.391	2.443	3.491	0.0343	0.035	0.050	2.250	5.376	3.840	1.745	0.0770	0.055	0.025	2.250	4.241	3.316	3.491	0.0608	0.047	0.050	2.250	4.416	3.491	1.745	0.0632	0.050	0.025
2.300	5.358	3.840	1.745	0.0767	0.055	0.025	2.300	2.531	2.618	4.441E-14	0.0362	0.037	6.939E-16	2.300	5.568	4.014	1.745	0.0797	0.058	0.025	2.300	4.416	3.491	1.745	0.0632	0.050	0.025	2.300	4.590	3.491	0.000	0.0658	0.050	0.000
2.350	5.550	3.840	-8.882E-14	0.0795	0.055	0.000	2.350	2.653	2.443	0.000	0.0380	0.035	6.939E-16	2.350	5.777	4.014	-8.882E-14	0.0827	0.058	-1.388E-15	2.350	4.590	3.491	0.000	0.0658	0.050	0.000	2.350	4.765	3.491	0.000	0.0683	0.050	-1.388E-15
2.400	5.742	3.840	1.732E-13	0.0823	0.055	2.429E-15	2.400	2.775	2.618	3.491	0.0398	0.037	0.050	2.400	5.969	4.014	1.745	0.0855	0.057	0.025	2.400	4.765	3.491	1.554E-13	0.0683	0.050	8.327E-16	2.400	4.939	3.491	1.745	0.0708	0.050	0.025
2.450	5.934	3.840	1.745	0.0850	0.055	0.025	2.450	2.915	2.793	1.745	0.0418	0.040	0.025	2.450	6.178	4.189	1.745	0.0885	0.060	0.025	2.450	4.939	3.491	1.745	0.0708	0.050	0.025	2.450	5.114	3.665	3.491	0.0732	0.053	0.050
2.500	6.126	4.014	1.745	0.0878	0.057	0.025	2.500	3.054	2.793	-7.994E-14	0.0438	0.040	-2.429E-15	2.500	6.388	4.189	-1.865E-13	0.0915	0.060	-1.318E-15	2.500	5.114	3.665	3.491	0.0732	0.052	0.050	2.500	5.306	3.840	1.745	0.0760	0.055	0.025
2.550	6.336	4.014	0.000	0.0907	0.057	1.388E-15	2.550	3.194	2.793	1.745	0.0458	0.040	0.025	2.550	6.597	4.189	-8.882E-14	0.0945	0.060	0.000	2.550	5.306	3.840	8.882E-14	0.0760	0.055	1.388E-15	2.550	5.498	3.840	-8.882E-14	0.0787	0.055	0.000
2.600	6.528	4.014	1.745	0.0935	0.058	0.025	2.600	3.334	2.967	1.745	0.0478	0.043	0.025	2.600	6.807	4.189	1.745	0.0975	0.060	0.025	2.600	5.498	3.665	-8.882E-14	0.0787	0.052	0.000	2.600	5.690	3.840	0.000	0.0815	0.055	0.000
2.650	6.737	4.189	1.745	0.0965	0.060	0.025	2.650	3.491	2.967	1.776E-13	0.0500	0.043	1.180E-15	2.650	7.016	4.363	3.491	0.1005	0.062	0.050	2.650	5.672	3.840	3.491	0.0812	0.055	0.050	2.650	5.882	3.840	1.745	0.0842	0.055	0.025
2.700	6.946	4.189	1.745	0.0995	0.060	0.025	2.700	3.630	2.967	1.745	0.0520	0.043	0.025	2.700	7.243	4.538	1.745	0.1038	0.065	0.025	2.700	5.882	4.014	8.882E-14	0.0842	0.058	-1.388E-15	2.700	6.074	4.014	1.745	0.0870	0.058	0.025
2.750	7.156	4.363	1.745	0.1025	0.062	0.025	2.750	3.787	3.142	1.745	0.0542	0.045	0.025	2.750	7.470	4.538	-2.043E-13	0.1070	0.065	-1.527E-15	2.750	6.074	3.840	-1.776E-13	0.0870	0.055	-3.886E-15	2.750	6.283	4.014	-1.776E-13	0.0900	0.057	-1.110E-15
2.800	7.383	4.363	8.882E-14	0.1057	0.062	1.388E-15	2.800	3.944	3.142	1.745	0.0565	0.045	0.025	2.800	7.697	4.538	0.000	0.1102	0.065	1.388E-15	2.800	6.266	4.014	3.491	0.0897	0.057	0.050	2.800	6.475	4.014	1.745	0.0927	0.058	0.025
2.850	7.592	4.363	1.745	0.1087	0.062	0.025	2.850	4.102	3.316	1.745	0.0588	0.047	0.025	2.850	7.924	4.538	-8.882E-14	0.1135	0.065	-1.388E-15	2.850	6.475	4.189	1.745	0.0927	0.060	0.025	2.850	6.685	4.189	3.491	0.0958	0.060	0.050
2.900	7.819	4.538	1.745	0.1120	0.065	0.025	2.900	4.276	3.316	6.217E-14	0.0612	0.047	2.776E-15	2.900	8.151	4.538	1.745	0.1167	0.065	0.025	2.900	6.685	4.189	1.865E-13	0.0958	0.060	2.706E-15	2.900	6.894	4.363	1.745	0.0987	0.062	0.025
2.950	8.046	4.538	0.000	0.1153	0.065	-1.388E-15	2.950	4.433	3.316	1.745	0.0635	0.048	0.025	2.950	8.378	4.712	3.491	0.1200	0.068	0.050	2.950	6.894	4.189	0.000	0.0987	0.060	-1.388E-15	2.950	7.121	4.363	-8.882E-14	0.1020	0.063	-1.388E-15
3.000	8.273	4.538	-1.155E-13	0.1185	0.065	-4.302E-15	3.000	4.608	3.491	1.745	0.0660	0.050	0.025	3.000	8.622	4.887	1.745	0.1235	0.070	0.025	3.000	7.103	4.189	1.745	0.1018	0.060	0.025	3.000	7.330	4.363	-9.770E-14	0.1050	0.062	-1.388E-15
3.050	8.500	4.538	1.745	0.1217	0.065	0.025	3.050	4.782	3.491	1.745	0.0685	0.050	0.025	3.050	8.866	4.887	1.776E-13	0.1270	0.070	0.000	3.050	7.313	4.363	3.491	0.1047	0.062	0.050	3.050	7.557	4.363	8.882E-14	0.1082	0.062	1.388E-15
3.100	8.727	4.712	1.745	0.1250	0.068	0.025	3.100	4.957	3.665	1.745	0.0710	0.052	0.025	3.100	9.111	4.887	1.745	0.1305	0.070	0.025	3.100	7.540	4.538	1.745	0.1080	0.065	0.025	3.100	7.767	4.363	1.745	0.1112	0.062	0.025
3.150	8.971	4.712	3.908E-13	0.1285	0.068	2.914E-15	3.150	5.149	3.665	7.105E-14	0.0737	0.052	3.747E-15	3.150	9.355	5.061	1.745	0.1340	0.072	0.025	3.150	7.767	4.538	1.155E-13	0.1112	0.065	2.914E-15	3.150	7.994	4.538	3.491	0.1145	0.065	0.050
3.200	9.198	4.712	1.745	0.1318	0.068	0.025	3.200	5.323	3.665	1.745	0.0762	0.053	0.025	3.200	9.617	5.061	1.776E-13	0.1378	0.073	-2.776E-15	3.200	7.994	4.538	0.000	0.1145	0.065	-1.388E-15	3.200	8.220	4.712	1.745	0.1177	0.068	0.025
3.250	9.442	4.887	1.745	0.1352	0.070	0.025	3.250	5.515	3.840	1.745	0.0790	0.055	0.025	3.250	9.861	5.061	1.745	0.1413	0.072	0.025	3.250	8.220	4.538	-1.155E-13	0.1177	0.065	-4.302E-15	3.250	8.465	4.712	-3.553E-14	0.1212	0.067	-1.527E-15
3.300	9.687	4.887	1.745	0.1388	0.070	0.025	3.300	5.707	3.840	8.882E-14	0.0817	0.055	0.000	3.300	10.123	5.236	1.745	0.1450	0.075	0.025	3.300	8.447	4.538	1.745	0.1210	0.065	0.025	3.300	8.692	4.712	-1.776E-13	0.1245	0.068	1.388E-15
3.350	9.931	5.061	1.745	0.1423	0.072	0.025	3.350	5.899	3.840	-8.882E-14	0.0845	0.055	-1.388E-15	3.350	10.385	5.236	-1.776E-13	0.1487	0.075	2.776E-15	3.350	8.674	4.712	3.491	0.1242	0.068	0.050	3.350	8.936	4.712	0.000	0.1280	0.068	0.000
3.400	10.193	5.061	2.220E-13	0.1460	0.072	6.106E-15	3.400	6.091	3.840	1.745	0.0873	0.055	0.025	3.400	10.647	5.236	1.745	0.1525	0.075	0.025	3.400	8.919	4.887	1.745	0.1278	0.070	0.025	3.400	9.163	4.712	3.491	0.1312	0.068	0.050
3.450	10.437	5.061	1.745	0.1495	0.073	0.025	3.450	6.283	4.014	3.491	0.0900	0.058	0.050	3.450	10.908	5.411	3.491	0.1562	0.078	0.050	3.450	9.163	4.887	1.776E-13	0.1312	0.070	0.000	3.450	9.407	5.061	3.491	0.1348	0.073	0.050
3.500	10.699	5.236	1.745	0.1532	0.075	0.025	3.500	6.493	4.189	1.745	0.0930	0.060	0.025	3.500	11.188	5.585	1.745	0.1602	0.080	0.025	3.500	9.407	4.887	-3.997E-13	0.1348	0.070	-3.053E-15	3.500	9.669	5.061	-1.745	0.1385	0.072	-0.025
3.550	10.961	5.236	1.745	0.1570	0.075	0.025	3.550	6.702	4.189	-8.882E-14	0.0960	0.060	0.000	3.550	11.467	5.585	0.000	0.1642	0.080	0.000	3.550	9.652	4.887	1.745	0.1383	0.070	0.025	3.550	9.913	4.887	1.776E-13	0.1420	0.070	-2.776E-15
3.600	11.222	5.411	1.745	0.1608	0.077	0.025	3.600	6.912	4.189	0.000	0.0990	0.060	-1.388E-15	3.600	11.746	5.585	0.000	0.1683	0.080	-2.776E-15	3.600	9.896	5.061	3.491	0.1418	0.072	0.050	3.600	10.158	5.061	3.491	0.1455	0.072	0.050
3.650	11.502	5.411	6.217E-14	0.1648	0.077	3.469E-15	3.650	7.121	4.189	1.865E-13	0.1020	0.060	1.318E-15	3.650	12.025	5.585	1.745	0.1723	0.080	0.025	3.650	10.158	5.236	1.745	0.1455	0.075	0.025	3.650	10.420	5.236	1.745	0.1492	0.075	0.025
3.700	11.764	5.411	1.745	0.1685	0.078	0.025	3.700	7.330	4.189	1.745	0.1050	0.060	0.025	3.700	12.305	5.760	1.745	0.1762	0.083	0.025	3.700	10.420	5.236	1.776E-13	0.1492	0.075	2.776E-15	3.700	10.681	5.236	1.776E-13	0.1530	0.075	0.000
3.750	12.043	5.585	1.745	0.1725	0.080	0.025	3.750	7.540	4.363	3.491	0.1080	0.062	0.050	3.750	12.601	5.760	-4.352E-13	0.1805	0.083	-8.327E-16	3.750	10.681	5.236	-5.329E-14	0.1530	0.075	-3.331E-15	3.750	10.943	5.236	1.745	0.1568	0.075	0.025
3.800	12.322	5.585	0.000	0.1765	0.080	2.776E-15	3.800	7.767	4.538	1.745	0.1112	0.065	0.025	3.800	12.881	5.760	1.745	0.1845	0.083	0.025	3.800	10.943	5.236	1.745	0.1568	0.075	0.025	3.800	11.205	5.411	3.491	0.1605	0.077	0.050
3.850	12.601	5.585	-1.776E-13	0.1805	0.080	2.776E-15	3.850	7.994	4.538	0.000	0.1145	0.065	-1.388E-15	3.850	13.177	5.934	1.745	0.1887	0.085	0.025	3.850	11.205	5.411	1.745	0.1605	0.077	0.025	3.850	11.484	5.585	1.745	0.1645	0.080	0.025
3.900	12.881	5.585	1.745	0.1845	0.080	0.025	3.900	8.220	4.538	2.931E-13	0.1177	0.065	1.527E-15	3.900	13.474	5.934	1.745	0.1930	0.085	0.025	3.900	11.484	5.411	2.398E-13	0.1645	0.077	3.469E-15	3.900	11.764	5.585	4.263E-13	0.1685	0.080	6.939E-16
3.950	13.160	5.760	1.745	0.1885	0.083	0.025	3.950	8.447	4.538	2.043E-13	0.1210	0.065	4.302E-15	3.950	13.771	6.109	1.745	0.1973	0.088	0.025	3.950	11.746	5.411	1.745	0.1683	0.078	0.025	3.950	12.043	5.585	2.487E-13	0.1725	0.080	6.939E-16
4.000	13.456	5.760	-3.375E-13	0.1927	0.083	-7.355E-15	4.000	8.674	4.538	1.745	0.1242	0.065	0.025	4.000	14.085	6.109	-5.418E-13	0.2018	0.088	-1.055E-14	4.000	12.025	5.585	3.491	0.1723	0.080	0.050	4.000	12.322	5.585	-4.974E-13	0.1765	0.080	-4.302E-15
4.050	13.736	5.760	1.745	0.1967	0.082	0.025	4.050	8.901	4.712	1.745	0.1275	0.067	0.025	4.050	14.382	6.109	1.745	0.2060	0.087	0.025	4.050	12.305	5.760	1.745	0.1762	0.082	0.025	4.050	12.601	5.585	1.745	0.1805	0.080	0.025
4.100	14.032	5.934	1.745	0.2010	0.085	0.025	4.100	9.146	4.712	2.398E-13	0.1310	0.067	5.967E-15	4.100	14.696	6.283	1.745	0.2105	0.090	0.025	4.100	12.601	5.760	3.375E-13	0.1805	0.082	1.013E-14	4.100	12.881	5.760	1.745	0.1845	0.082	0.025
4.150	14.329	5.934	1.745	0.2052	0.085	0.025	4.150	9.372	4.712	1.745	0.1342	0.068	0.025	4.150	15.010	6.283	7.372E-13	0.2150	0.090	1.082E-14	4.150	12.881	5.760	1.745	0.1845	0.083	0.025	4.150	13.177	5.760	6.928E-13	0.1887	0.083	7.355E-15
4.200	14.626	6.109	1.745	0.2095	0.088	0.025	4.200	9.617	4.887	3.491	0.1378	0.070	0.050	4.200	15.324	6.283	0.000	0.2195	0.090	0.000	4.200	13.177	5.934	1.745	0.1887	0.085	0.025	4.200	13.456	5.760	1.745	0.1927	0.083	0.025
